attempt_number,submission_time,runtime_ms,score,active
1,2026-01-10T20:26:10.624209-08:00,,95,TRUE
1,2026-01-10T20:26:28.720035-08:00,,95,TRUE
1,2026-01-10T21:38:30.395191-08:00,,95,TRUE
1,2026-01-10T21:50:02.720433-08:00,,95,TRUE
1,2026-01-10T21:58:48.724486-08:00,,95,TRUE
1,2026-01-10T21:59:57.798022-08:00,,95,TRUE
1,2026-01-10T20:29:14.509448-08:00,,0,FALSE
2,2026-01-10T22:13:59.642737-08:00,,95,TRUE
1,2026-01-10T22:21:58.144364-08:00,,95,TRUE
1,2026-01-10T22:21:37.698550-08:00,,0,FALSE
2,2026-01-10T22:25:43.137959-08:00,,95,TRUE
1,2026-01-11T00:26:23.237500-08:00,,95,TRUE
1,2026-01-11T01:24:21.324846-08:00,,95,TRUE
1,2026-01-10T20:22:29.911487-08:00,,0,FALSE
2,2026-01-10T20:44:17.368589-08:00,,0,FALSE
3,2026-01-11T10:07:21.156974-08:00,,95,TRUE
1,2026-01-11T14:27:52.418355-08:00,,95,TRUE
1,2026-01-11T14:34:48.998204-08:00,,95,TRUE
1,2026-01-11T14:26:07.944733-08:00,,0,FALSE
2,2026-01-11T14:43:16.332871-08:00,,95,TRUE
1,2026-01-11T14:45:24.859788-08:00,,95,TRUE
1,2026-01-11T14:41:58.939106-08:00,,0,FALSE
2,2026-01-11T15:06:13.728026-08:00,,95,TRUE
1,2026-01-11T15:14:12.071538-08:00,,95,TRUE
1,2026-01-11T15:46:28.911674-08:00,,95,TRUE
1,2026-01-11T16:34:25.911800-08:00,,95,TRUE
1,2026-01-11T16:51:12.135554-08:00,,95,TRUE
1,2026-01-11T17:51:16.164068-08:00,,95,TRUE
1,2026-01-11T18:10:59.361455-08:00,,0,FALSE
2,2026-01-11T18:24:00.394477-08:00,,95,FALSE
3,2026-01-11T18:26:11.794619-08:00,,95,TRUE
1,2026-01-11T18:58:16.154490-08:00,,95,TRUE
1,2026-01-11T19:08:51.290036-08:00,,95,TRUE
1,2026-01-11T19:10:59.772277-08:00,,95,TRUE
1,2026-01-11T19:21:02.209006-08:00,,95,TRUE
1,2026-01-11T20:00:59.869975-08:00,,95,TRUE
1,2026-01-11T20:10:21.213268-08:00,,95,TRUE
1,2026-01-11T20:22:01.330010-08:00,,95,TRUE
1,2026-01-11T21:46:53.358839-08:00,,95,TRUE
1,2026-01-11T22:14:33.330202-08:00,,95,TRUE
1,2026-01-11T22:40:09.360553-08:00,,95,TRUE
1,2026-01-11T20:21:50.670620-08:00,,0,FALSE
2,2026-01-11T22:48:28.674532-08:00,,95,TRUE
1,2026-01-12T08:45:50.813039-08:00,,95,TRUE
1,2026-01-12T11:28:13.353852-08:00,,95,TRUE
1,2026-01-12T11:35:03.462710-08:00,,95,TRUE
1,2026-01-12T11:47:20.813883-08:00,,95,TRUE
1,2026-01-12T12:39:52.341039-08:00,,95,TRUE
1,2026-01-12T12:42:53.131404-08:00,,0,FALSE
2,2026-01-12T12:45:48.682275-08:00,,95,TRUE
1,2026-01-12T13:05:13.787164-08:00,,95,TRUE
1,2026-01-12T13:48:46.239729-08:00,,95,TRUE
1,2026-01-12T13:58:26.287350-08:00,,95,TRUE
1,2026-01-12T14:07:12.336726-08:00,,95,TRUE
1,2026-01-12T14:09:46.838144-08:00,,95,TRUE
1,2026-01-12T14:35:52.785341-08:00,,95,TRUE
1,2026-01-12T15:13:38.393072-08:00,,95,TRUE
1,2026-01-12T15:44:13.933723-08:00,,95,TRUE
1,2026-01-11T13:20:19.730001-08:00,,0,FALSE
2,2026-01-12T15:48:04.655782-08:00,,95,TRUE
1,2026-01-12T15:50:46.590482-08:00,,95,TRUE
1,2026-01-12T15:55:51.822458-08:00,,95,TRUE
1,2026-01-12T15:57:48.784138-08:00,,95,TRUE
1,2026-01-12T16:02:41.145043-08:00,,95,TRUE
1,2026-01-12T16:06:14.947766-08:00,,0,FALSE
2,2026-01-12T16:07:22.837983-08:00,,95,TRUE
1,2026-01-12T16:10:51.913575-08:00,,95,TRUE
1,2026-01-12T16:14:48.125983-08:00,,95,TRUE
1,2026-01-12T16:27:59.246346-08:00,,95,TRUE
1,2026-01-12T16:34:41.681529-08:00,,95,TRUE
1,2026-01-12T16:40:58.412873-08:00,,95,TRUE
1,2026-01-12T17:29:41.994657-08:00,,95,TRUE
1,2026-01-12T18:14:17.443482-08:00,,0,FALSE
2,2026-01-12T18:17:37.462251-08:00,,0,FALSE
3,2026-01-12T18:22:25.336961-08:00,,95,TRUE
1,2026-01-12T18:24:41.597578-08:00,,95,TRUE
1,2026-01-12T18:28:38.803330-08:00,,95,TRUE
1,2026-01-12T18:37:24.138440-08:00,,95,TRUE
1,2026-01-12T18:42:48.147553-08:00,,95,TRUE
1,2026-01-12T18:56:35.394902-08:00,,95,TRUE
1,2026-01-12T19:33:43.017212-08:00,,95,TRUE
1,2026-01-12T19:51:30.200355-08:00,,95,TRUE
1,2026-01-12T19:55:28.170288-08:00,,95,FALSE
2,2026-01-12T20:25:06.785584-08:00,,95,TRUE
1,2026-01-12T20:27:10.439418-08:00,,95,TRUE
1,2026-01-12T20:56:06.409298-08:00,,95,TRUE
1,2026-01-12T19:27:56.906584-08:00,,0,FALSE
2,2026-01-12T20:56:46.319760-08:00,,95,TRUE
1,2026-01-12T21:33:56.681079-08:00,,95,TRUE
1,2026-01-12T01:24:11.050660-08:00,,0,FALSE
2,2026-01-12T01:26:53.347230-08:00,,0,FALSE
3,2026-01-12T01:29:19.611067-08:00,,0,FALSE
4,2026-01-12T21:32:25.845530-08:00,,0,FALSE
5,2026-01-12T21:34:20.562808-08:00,,95,TRUE
1,2026-01-12T21:37:53.548131-08:00,,95,TRUE
1,2026-01-12T21:44:24.894393-08:00,,95,TRUE
1,2026-01-12T21:44:44.909949-08:00,,95,TRUE
1,2026-01-12T21:50:36.310420-08:00,,95,TRUE
1,2026-01-12T21:51:03.209882-08:00,,95,TRUE
1,2026-01-12T21:59:28.744535-08:00,,95,TRUE
1,2026-01-12T22:07:07.532117-08:00,,95,TRUE
1,2026-01-12T22:30:40.217232-08:00,,95,TRUE
1,2026-01-12T23:09:31.966632-08:00,,95,TRUE
1,2026-01-12T23:37:15.516422-08:00,,95,TRUE
1,2026-01-13T00:05:08.273251-08:00,,95,TRUE
1,2026-01-12T17:03:15.065837-08:00,,0,FALSE
2,2026-01-12T17:07:11.359938-08:00,,0,FALSE
3,2026-01-12T18:08:41.909179-08:00,,0,FALSE
4,2026-01-12T23:03:24.676605-08:00,,0,FALSE
5,2026-01-12T23:30:29.085567-08:00,,0,FALSE
6,2026-01-12T23:33:09.552158-08:00,,0,FALSE
7,2026-01-12T23:42:09.454871-08:00,,0,FALSE
8,2026-01-12T23:49:51.600512-08:00,,0,FALSE
9,2026-01-12T23:56:50.046437-08:00,,0,FALSE
10,2026-01-13T00:27:02.309071-08:00,,95,TRUE
1,2026-01-13T00:49:23.585072-08:00,,95,TRUE
1,2026-01-13T01:09:06.712140-08:00,,95,TRUE
1,2026-01-13T01:21:13.925985-08:00,,95,FALSE
2,2026-01-13T01:30:46.310520-08:00,,95,TRUE
1,2026-01-13T02:38:56.545446-08:00,,95,TRUE
1,2026-01-13T03:14:37.488713-08:00,,0,FALSE
2,2026-01-13T03:19:24.217201-08:00,,0,FALSE
3,2026-01-13T03:23:49.093515-08:00,,95,TRUE
1,2026-01-13T07:49:46.609071-08:00,,0,FALSE
2,2026-01-13T07:51:59.784767-08:00,,95,TRUE
1,2026-01-13T08:34:30.084306-08:00,,95,TRUE
1,2026-01-13T12:01:28.271779-08:00,,95,TRUE
1,2026-01-13T12:05:29.303072-08:00,,95,TRUE
1,2026-01-13T12:07:57.249427-08:00,,95,TRUE
1,2026-01-13T14:21:33.302139-08:00,,95,TRUE
1,2026-01-13T14:35:53.567263-08:00,,95,TRUE
1,2026-01-13T14:40:56.604295-08:00,,95,TRUE
1,2026-01-13T14:48:01.143196-08:00,,0,FALSE
2,2026-01-13T14:59:09.343841-08:00,,0,FALSE
3,2026-01-13T15:01:19.689303-08:00,,0,FALSE
4,2026-01-13T15:18:21.616031-08:00,,95,TRUE
1,2026-01-13T15:06:59.093782-08:00,,95,FALSE
2,2026-01-13T15:19:24.649697-08:00,,95,TRUE
1,2026-01-13T15:21:42.997214-08:00,,95,TRUE
1,2026-01-13T15:25:48.672787-08:00,,95,TRUE
1,2026-01-13T15:45:59.013982-08:00,,95,TRUE
1,2026-01-13T15:47:03.252687-08:00,,95,TRUE
1,2026-01-13T15:59:25.582661-08:00,,95,TRUE
1,2026-01-13T10:18:43.646972-08:00,,95,FALSE
2,2026-01-13T16:14:27.538893-08:00,,95,TRUE
1,2026-01-13T16:16:31.171748-08:00,,95,TRUE
1,2026-01-13T16:27:23.770037-08:00,,95,TRUE
1,2026-01-13T16:28:08.497411-08:00,,95,TRUE
1,2026-01-13T16:41:33.920367-08:00,,95,TRUE
1,2026-01-13T16:48:57.149500-08:00,,95,TRUE
1,2026-01-13T17:04:04.000259-08:00,,95,TRUE
1,2026-01-13T17:14:37.621668-08:00,,95,TRUE
1,2026-01-13T17:48:58.007642-08:00,,95,TRUE
1,2026-01-13T17:52:59.133355-08:00,,95,TRUE
1,2026-01-13T18:13:44.923972-08:00,,95,TRUE
1,2026-01-13T18:30:22.544124-08:00,,95,TRUE
1,2026-01-13T19:27:18.910484-08:00,,95,TRUE
1,2026-01-13T19:32:03.281705-08:00,,95,TRUE
1,2026-01-13T19:20:39.422386-08:00,,0,FALSE
2,2026-01-13T19:52:05.041531-08:00,,95,TRUE
1,2026-01-13T19:57:12.477651-08:00,,0,FALSE
2,2026-01-13T20:05:15.720413-08:00,,95,TRUE
1,2026-01-13T20:10:18.342441-08:00,,95,TRUE
1,2026-01-13T20:15:21.314290-08:00,,95,TRUE
1,2026-01-13T20:33:36.083866-08:00,,95,TRUE
1,2026-01-13T20:19:42.982152-08:00,,0,FALSE
2,2026-01-13T20:35:32.087601-08:00,,95,TRUE
1,2026-01-13T20:37:34.298518-08:00,,95,TRUE
1,2026-01-13T20:50:25.024778-08:00,,95,TRUE
1,2026-01-13T21:04:03.171683-08:00,,95,TRUE
1,2026-01-13T21:07:29.819395-08:00,,95,TRUE
1,2026-01-13T20:58:41.930388-08:00,,95,FALSE
2,2026-01-13T21:11:42.079641-08:00,,95,TRUE
1,2026-01-13T21:17:30.672294-08:00,,95,TRUE
1,2026-01-13T21:28:25.518236-08:00,,95,TRUE
1,2026-01-13T22:12:37.007265-08:00,,95,FALSE
2,2026-01-13T22:19:28.513462-08:00,,95,FALSE
3,2026-01-13T22:20:32.442749-08:00,,95,TRUE
1,2026-01-13T22:31:31.681455-08:00,,95,TRUE
1,2026-01-13T22:43:51.403630-08:00,,95,TRUE
1,2026-01-13T21:58:44.899538-08:00,,0,FALSE
2,2026-01-13T22:49:54.917652-08:00,,95,TRUE
1,2026-01-13T23:08:38.014929-08:00,,95,TRUE
1,2026-01-13T23:09:24.821050-08:00,,95,TRUE
1,2026-01-13T22:46:23.442986-08:00,,0,FALSE
2,2026-01-13T23:09:25.322185-08:00,,95,TRUE
1,2026-01-13T22:44:05.184508-08:00,,0,FALSE
2,2026-01-13T22:49:06.603844-08:00,,0,FALSE
3,2026-01-13T22:58:10.570503-08:00,,0,FALSE
4,2026-01-13T23:11:55.894078-08:00,,0,TRUE
1,2026-01-13T23:18:24.939908-08:00,,95,TRUE
1,2026-01-13T18:37:03.488548-08:00,,0,FALSE
2,2026-01-13T23:23:16.086620-08:00,,95,TRUE
1,2026-01-13T23:50:27.439787-08:00,,95,TRUE
1,2026-01-14T00:01:31.289009-08:00,,95,TRUE
1,2026-01-14T00:27:38.937154-08:00,,95,TRUE
1,2026-01-14T01:04:01.773227-08:00,,95,TRUE
1,2026-01-14T01:06:53.367497-08:00,,95,TRUE
1,2026-01-14T01:36:30.887803-08:00,,95,TRUE
1,2026-01-14T01:54:25.856230-08:00,,95,TRUE
1,2026-01-14T02:43:00.639757-08:00,,95,TRUE
1,2026-01-14T03:01:29.443970-08:00,,95,TRUE
1,2026-01-14T04:09:42.981680-08:00,,0,FALSE
2,2026-01-14T04:13:45.206855-08:00,,95,TRUE
1,2026-01-14T05:14:29.100262-08:00,,95,TRUE
1,2026-01-14T08:13:41.894513-08:00,,0,FALSE
2,2026-01-14T08:20:55.626761-08:00,,0,FALSE
3,2026-01-14T08:21:04.141727-08:00,,0,FALSE
4,2026-01-14T08:32:14.566674-08:00,,95,TRUE
1,2026-01-14T09:16:06.920632-08:00,,95,TRUE
1,2026-01-14T09:42:49.508002-08:00,,95,TRUE
1,2026-01-14T11:23:08.577969-08:00,,95,TRUE
1,2026-01-14T11:23:18.693616-08:00,,95,TRUE
1,2026-01-14T11:42:59.633366-08:00,,95,TRUE
1,2026-01-14T11:52:52.712326-08:00,,95,FALSE
2,2026-01-14T12:08:46.956763-08:00,,95,TRUE
1,2026-01-14T12:12:02.833896-08:00,,95,TRUE
1,2026-01-14T12:22:03.271612-08:00,,95,TRUE
1,2026-01-14T12:26:50.687901-08:00,,95,TRUE
1,2026-01-14T12:42:19.526199-08:00,,95,TRUE
1,2026-01-14T12:44:40.581323-08:00,,95,TRUE
1,2026-01-14T12:45:13.564191-08:00,,95,TRUE
1,2026-01-14T09:37:24.475719-08:00,,0,FALSE
2,2026-01-14T13:02:11.317891-08:00,,95,TRUE
1,2026-01-14T12:52:42.215552-08:00,,0,FALSE
2,2026-01-14T13:03:43.552394-08:00,,0,FALSE
3,2026-01-14T13:09:24.318819-08:00,,95,TRUE
1,2026-01-14T13:10:20.069695-08:00,,95,FALSE
2,2026-01-14T13:16:07.236860-08:00,,95,TRUE
1,2026-01-14T14:05:51.781354-08:00,,95,TRUE
1,2026-01-14T14:13:30.866979-08:00,,95,TRUE
1,2026-01-14T14:15:31.332642-08:00,,95,TRUE
1,2026-01-14T14:39:12.115935-08:00,,95,TRUE
1,2026-01-14T11:36:59.128576-08:00,,0,FALSE
2,2026-01-14T11:38:50.647681-08:00,,0,FALSE
3,2026-01-14T14:49:04.846771-08:00,,95,TRUE
1,2026-01-14T13:10:27.001326-08:00,,0,FALSE
2,2026-01-14T13:12:25.097262-08:00,,0,FALSE
3,2026-01-14T14:23:25.369226-08:00,,0,FALSE
4,2026-01-14T14:28:16.813170-08:00,,0,FALSE
5,2026-01-14T14:50:58.506558-08:00,,95,TRUE
1,2026-01-14T14:53:36.091888-08:00,,95,TRUE
1,2026-01-14T14:58:22.991228-08:00,,95,TRUE
1,2026-01-14T15:05:29.394245-08:00,,95,TRUE
1,2026-01-12T22:52:23.698565-08:00,,95,FALSE
2,2026-01-14T15:08:07.443941-08:00,,95,TRUE
1,2026-01-14T15:15:53.031219-08:00,,95,TRUE
1,2026-01-09T11:53:29.584321-08:00,,95,FALSE
2,2026-01-14T15:19:32.259692-08:00,,95,TRUE
1,2026-01-13T07:50:32.536478-08:00,,95,FALSE
2,2026-01-14T15:24:41.994164-08:00,,95,TRUE
1,2026-01-14T15:25:34.476211-08:00,,95,TRUE
1,2026-01-14T15:25:41.932501-08:00,,95,TRUE
1,2026-01-14T15:29:25.101233-08:00,,95,TRUE
1,2026-01-14T15:29:27.947803-08:00,,95,TRUE
1,2026-01-14T15:35:57.287003-08:00,,95,TRUE
1,2026-01-14T15:36:34.364234-08:00,,95,TRUE
1,2026-01-14T15:44:42.423060-08:00,,95,TRUE
1,2026-01-14T15:48:38.692943-08:00,,95,TRUE
1,2026-01-14T15:56:18.270550-08:00,,95,TRUE
1,2026-01-14T16:14:56.819222-08:00,,95,TRUE
1,2026-01-14T16:23:42.462959-08:00,,95,TRUE
1,2026-01-14T16:29:55.242632-08:00,,95,TRUE
1,2026-01-14T16:33:54.219261-08:00,,95,TRUE
1,2026-01-14T16:37:55.695324-08:00,,95,TRUE
1,2026-01-14T17:05:40.252561-08:00,,95,TRUE
1,2026-01-14T17:06:03.933886-08:00,,95,TRUE
1,2026-01-14T17:11:48.574923-08:00,,95,TRUE
1,2026-01-14T17:20:19.404989-08:00,,95,TRUE
1,2026-01-14T17:37:11.062748-08:00,,95,TRUE
1,2026-01-14T17:48:11.501930-08:00,,95,TRUE
1,2026-01-14T17:48:42.542755-08:00,,95,TRUE
1,2026-01-14T17:48:45.405571-08:00,,95,TRUE
1,2026-01-14T17:48:50.576026-08:00,,95,TRUE
1,2026-01-14T17:55:34.462646-08:00,,95,TRUE
1,2026-01-14T17:55:53.892014-08:00,,0,FALSE
2,2026-01-14T17:58:25.952579-08:00,,0,FALSE
3,2026-01-14T17:59:45.534305-08:00,,95,TRUE
1,2026-01-14T18:01:19.357830-08:00,,95,TRUE
1,2026-01-14T18:06:49.981414-08:00,,95,TRUE
1,2026-01-12T11:41:12.007788-08:00,,0,FALSE
2,2026-01-12T11:57:38.246282-08:00,,0,FALSE
3,2026-01-12T12:02:53.757040-08:00,,0,FALSE
4,2026-01-12T12:06:13.885170-08:00,,0,FALSE
5,2026-01-12T12:08:42.521736-08:00,,0,FALSE
6,2026-01-12T12:34:31.415657-08:00,,0,FALSE
7,2026-01-14T15:09:47.006039-08:00,,0,FALSE
8,2026-01-14T17:56:15.626154-08:00,,0,FALSE
9,2026-01-14T17:57:29.286713-08:00,,0,FALSE
10,2026-01-14T18:08:22.775060-08:00,,0,FALSE
11,2026-01-14T18:09:41.813642-08:00,,95,FALSE
12,2026-01-14T18:10:39.592992-08:00,,0,FALSE
13,2026-01-14T18:11:12.593938-08:00,,0,FALSE
14,2026-01-14T18:12:08.572619-08:00,,95,TRUE
1,2026-01-14T18:15:49.083150-08:00,,95,TRUE
1,2026-01-14T18:23:59.519757-08:00,,0,FALSE
2,2026-01-14T18:29:44.892403-08:00,,95,TRUE
1,2026-01-14T18:36:40.471009-08:00,,95,TRUE
1,2026-01-09T14:41:00.370595-08:00,,95,FALSE
2,2026-01-13T11:18:21.735051-08:00,,95,FALSE
3,2026-01-14T18:37:21.188259-08:00,,95,TRUE
1,2026-01-14T18:42:20.104452-08:00,,95,TRUE
1,2026-01-14T18:50:07.521279-08:00,,95,TRUE
1,2026-01-14T18:52:59.030470-08:00,,95,TRUE
1,2026-01-14T18:53:29.013020-08:00,,95,TRUE
1,2026-01-14T19:00:53.183724-08:00,,95,TRUE
1,2026-01-14T19:11:15.213170-08:00,,95,TRUE
1,2026-01-14T18:26:11.557514-08:00,,0,FALSE
2,2026-01-14T19:14:00.619948-08:00,,95,TRUE
1,2026-01-14T16:44:04.220306-08:00,,0,FALSE
2,2026-01-14T19:14:08.555972-08:00,,95,TRUE
1,2026-01-14T19:14:28.084010-08:00,,95,TRUE
1,2026-01-14T19:28:15.671088-08:00,,95,TRUE
1,2026-01-14T19:22:27.137752-08:00,,95,FALSE
2,2026-01-14T19:28:41.265597-08:00,,95,TRUE
1,2026-01-14T19:29:11.766904-08:00,,95,TRUE
1,2026-01-14T19:31:18.008784-08:00,,95,TRUE
1,2026-01-14T19:42:13.583820-08:00,,95,TRUE
1,2026-01-14T19:44:07.733289-08:00,,95,TRUE
1,2026-01-14T19:49:25.445825-08:00,,95,TRUE
1,2026-01-14T20:02:25.509231-08:00,,95,TRUE
1,2026-01-14T20:04:55.133218-08:00,,95,TRUE
1,2026-01-14T20:06:38.748479-08:00,,95,TRUE
1,2026-01-14T20:01:44.541122-08:00,,0,FALSE
2,2026-01-14T20:13:06.157574-08:00,,95,TRUE
1,2026-01-14T20:16:14.967621-08:00,,95,TRUE
1,2026-01-14T20:22:04.089702-08:00,,95,TRUE
1,2026-01-14T20:28:46.634926-08:00,,95,TRUE
1,2026-01-14T20:30:38.602989-08:00,,95,TRUE
1,2026-01-14T20:40:33.752020-08:00,,95,TRUE
1,2026-01-14T19:54:58.718831-08:00,,0,FALSE
2,2026-01-14T19:56:54.647514-08:00,,0,FALSE
3,2026-01-14T20:33:42.550889-08:00,,0,FALSE
4,2026-01-14T20:37:46.526102-08:00,,0,FALSE
5,2026-01-14T20:38:45.323702-08:00,,0,FALSE
6,2026-01-14T20:44:47.469844-08:00,,95,TRUE
1,2026-01-14T20:45:28.011832-08:00,,95,TRUE
1,2026-01-14T20:46:59.299430-08:00,,95,TRUE
1,2026-01-14T20:51:40.465206-08:00,,95,TRUE
1,2026-01-14T20:54:05.694586-08:00,,95,TRUE
1,2026-01-14T21:03:51.128695-08:00,,95,TRUE
1,2026-01-14T21:04:55.286809-08:00,,95,TRUE
1,2026-01-14T21:08:04.497657-08:00,,95,TRUE
1,2026-01-14T12:19:58.791650-08:00,,95,FALSE
2,2026-01-14T21:14:00.679618-08:00,,95,TRUE
1,2026-01-14T21:27:47.226413-08:00,,95,FALSE
2,2026-01-14T21:35:23.032114-08:00,,95,TRUE
1,2026-01-14T21:35:41.585047-08:00,,95,TRUE
1,2026-01-14T21:38:36.586658-08:00,,95,TRUE
1,2026-01-14T21:44:05.973508-08:00,,95,TRUE
1,2026-01-14T21:45:31.884109-08:00,,95,TRUE
1,2026-01-14T21:50:43.933471-08:00,,95,TRUE
1,2026-01-14T21:52:56.287943-08:00,,95,TRUE
1,2026-01-14T17:31:42.552255-08:00,,95,FALSE
2,2026-01-14T21:59:27.653419-08:00,,95,TRUE
1,2026-01-14T21:32:29.793167-08:00,,0,FALSE
2,2026-01-14T21:59:35.557985-08:00,,95,TRUE
1,2026-01-14T22:00:45.185095-08:00,,95,TRUE
1,2026-01-14T22:04:01.174300-08:00,,95,TRUE
1,2026-01-14T22:13:44.873899-08:00,,95,TRUE
1,2026-01-14T22:19:28.849996-08:00,,95,TRUE
1,2026-01-14T22:26:01.162512-08:00,,95,TRUE
1,2026-01-14T22:27:56.015199-08:00,,95,TRUE
1,2026-01-14T22:49:16.654411-08:00,,95,TRUE
1,2026-01-14T22:55:05.320018-08:00,,95,TRUE
1,2026-01-14T22:56:26.365332-08:00,,95,TRUE
1,2026-01-14T22:57:13.763292-08:00,,95,TRUE
1,2026-01-14T23:13:17.849298-08:00,,95,TRUE
1,2026-01-14T23:01:13.977052-08:00,,0,FALSE
2,2026-01-14T23:09:15.930626-08:00,,0,FALSE
3,2026-01-14T23:13:33.244521-08:00,,95,TRUE
1,2026-01-14T23:30:18.600285-08:00,,0,FALSE
2,2026-01-14T23:39:58.559246-08:00,,95,TRUE
1,2026-01-14T23:49:02.257648-08:00,,95,TRUE
1,2026-01-14T23:48:55.919338-08:00,,0,FALSE
2,2026-01-14T23:50:16.763311-08:00,,0,FALSE
3,2026-01-14T23:55:47.038024-08:00,,95,TRUE
1,2026-01-15T02:55:53.496356-08:00,,95,TRUE
1,2026-01-14T23:40:18.591725-08:00,,0,FALSE
2,2026-01-14T23:41:56.993768-08:00,,0,FALSE
3,2026-01-14T23:45:17.487932-08:00,,0,FALSE
4,2026-01-14T23:53:42.451040-08:00,,0,FALSE
5,2026-01-14T23:56:49.628598-08:00,,0,FALSE
6,2026-01-15T00:00:27.201142-08:00,,0,FALSE
7,2026-01-15T04:06:49.534510-08:00,,0,FALSE
8,2026-01-15T05:14:57.759991-08:00,,0,FALSE
9,2026-01-15T12:52:05.543405-08:00,,95,TRUE
1,2026-01-15T15:43:23.690458-08:00,,95,TRUE
1,2026-01-15T15:55:18.932797-08:00,,95,TRUE
1,2026-01-15T17:08:51.659348-08:00,,95,TRUE
1,2026-01-15T18:54:35.428179-08:00,,95,TRUE
1,2026-01-15T21:22:35.238602-08:00,,95,TRUE
1,2026-01-15T21:27:41.187100-08:00,,95,TRUE
1,2026-01-15T22:33:16.531349-08:00,,95,TRUE
1,2026-01-16T11:50:48.034923-08:00,,,FALSE
2,2026-01-16T11:57:03.588324-08:00,,95,TRUE
1,2026-01-16T16:18:35.050340-08:00,,,FALSE
2,2026-01-16T16:21:31.677012-08:00,,95,TRUE
1,2026-01-16T22:07:58.668657-08:00,,95,TRUE
1,2026-01-17T18:17:37.896770-08:00,,,FALSE
2,2026-01-17T18:22:49.563158-08:00,,95,TRUE
1,2026-01-17T20:28:05.094391-08:00,,95,TRUE
1,2026-01-19T15:51:13.923688-08:00,,95,TRUE
1,2026-01-20T00:36:10.643325-08:00,,,FALSE
2,2026-01-20T00:39:28.076974-08:00,,,FALSE
3,2026-01-20T00:40:01.036910-08:00,,,FALSE
4,2026-01-20T00:43:41.974310-08:00,,,FALSE
5,2026-01-20T00:46:16.399194-08:00,,95,TRUE
