attempt_number,submission_time,runtime_ms,score,active
115,40.8987,9.15,90.0,True
116,40.9527,9.81,90.0,True
117,40.9984,8.58,0.0,True
118,41.0689,7.93,0.0,True
119,41.1367,10.07,90.0,True
120,41.1407,9.6,90.0,True
121,41.1654,8.3,90.0,True
122,41.1878,8.53,90.0,True
123,41.249,8.89,90.0,True
124,41.3639,9.31,0.0,True
125,41.388,9.5,90.0,True
126,41.4944,8.73,90.0,True
127,41.5095,8.2,90.0,True
128,41.724,9.8,90.0,True
129,41.73,9.75,90.0,True
130,41.8412,8.32,90.0,True
131,42.0147,8.2,0.0,True
132,42.1313,9.3,0.0,True
133,42.2473,7.81,90.0,True
134,42.2897,9.97,90.0,True
135,42.3318,9.31,90.0,True
136,42.6225,9.42,90.0,True
137,42.6391,8.28,64.2857,True
138,42.6629,9.98,90.0,True
139,42.6954,8.04,0.0,True
140,42.7284,8.82,90.0,True
141,42.7466,8.69,90.0,True
142,42.7655,8.68,0.0,True
143,42.8257,946.59,90.0,True
144,42.8352,8.9,90.0,True
145,42.8518,9.46,0.0,True
146,42.875,9.15,64.2857,True
147,42.8776,10.15,90.0,True
148,42.8985,8.65,90.0,True
149,42.9051,8.89,0.0,True
150,42.9766,9.5,90.0,True
151,43.168,8.79,64.2857,True
152,43.1699,7.89,90.0,True
153,43.1742,7.47,90.0,True
154,43.2456,9.27,0.0,True
155,43.358,980.28,90.0,True
156,43.3989,10.1,90.0,True
157,43.4581,7.98,90.0,True
158,43.595,8.97,90.0,True
159,43.6071,873.49,90.0,True
160,43.6158,9.09,90.0,True
161,43.6746,9.49,90.0,True
162,43.7591,8.55,0.0,True
163,43.8072,8.16,90.0,True
164,43.8453,9.95,64.2857,True
165,43.8645,8.81,0.0,True
166,43.8773,10.22,90.0,True
167,43.8877,11.26,64.2857,True
168,43.8879,9.71,90.0,True
169,43.9151,8.01,0.0,True
170,43.9355,9.39,90.0,True
171,43.9846,10.03,90.0,True
172,43.9973,8.95,0.0,True
173,44.0044,9.56,90.0,True
174,44.049,8.65,0.0,True
175,44.0881,8.61,90.0,True
176,44.09,9.73,90.0,True
177,44.1139,7.97,90.0,True
178,44.1895,11.11,90.0,True
179,44.2089,8.2,0.0,True
180,44.2407,9.04,90.0,True
181,44.27,9.49,90.0,True
182,44.2842,7.93,90.0,True
183,44.4779,9.73,90.0,True
184,44.5133,8.7,90.0,True
185,44.5532,8.93,0.0,True
186,44.5947,915.07,0.0,True
187,44.6243,8.9,0.0,True
188,44.6609,9.02,90.0,True
189,44.6737,8.41,0.0,True
190,44.6831,10.03,90.0,True
191,44.8851,9.86,90.0,True
192,44.9296,9.56,90.0,True
193,44.9625,9.15,0.0,True
194,45.0012,9.96,90.0,True
195,45.0116,7.82,0.0,True
196,45.064,9.44,0.0,True
197,45.1503,8777.58,0.0,True
198,45.154,9.25,90.0,True
199,45.2174,8.87,90.0,True
200,45.2706,509.64,0.0,True
201,45.4421,8.98,90.0,True
202,45.4848,8.96,0.0,True
203,45.5454,9.76,0.0,True
204,45.5742,10.38,90.0,True
205,45.6479,9.68,38.5714,True
206,45.6594,10.2,90.0,True
207,45.7026,9.87,0.0,True
208,45.755,8.35,90.0,True
209,45.7969,9.04,0.0,True
210,45.8088,9.07,90.0,True
211,45.8226,8.14,0.0,True
212,45.8289,8.48,0.0,True
213,45.8646,9.56,90.0,True
214,45.9343,9.63,90.0,True
215,45.9629,8.67,0.0,True
216,45.9645,9.19,90.0,True
217,46.0778,9.0,90.0,True
218,46.0805,8.8,90.0,True
219,46.2399,8.78,90.0,True
220,46.3411,9.2,90.0,True
221,46.5575,9.38,0.0,True
222,46.615,9.49,90.0,True
223,46.6438,11.19,90.0,True
224,46.7799,9.65,90.0,True
225,46.8534,8.68,90.0,True
226,47.0616,9.9,25.7143,True
227,47.2586,8.56,90.0,True
228,47.3045,9.45,0.0,True
229,47.4143,3172751.66,90.0,True
230,47.4619,9.05,90.0,True
231,47.5146,8.11,64.2857,True
232,47.5531,9.21,90.0,True
233,47.6058,10.49,0.0,True
234,47.6109,9.59,0.0,True
235,47.6407,9.0,90.0,True
236,47.6713,9.27,90.0,True
237,47.6882,10.63,90.0,True
238,47.7908,9.34,90.0,True
239,47.8275,9.61,90.0,True
240,48.05,9.21,0.0,True
241,48.066,1040.03,90.0,True
242,48.1317,9.48,90.0,True
243,48.1344,8.4,90.0,True
244,48.1602,8.29,90.0,True
245,48.2093,9.03,90.0,True
246,48.2453,83.95,90.0,True
247,48.42,8.44,0.0,True
248,48.4588,8.97,25.7143,True
249,48.4777,274.86,64.2857,True
250,48.5171,9.94,90.0,True
251,48.5276,247.5,90.0,True
252,48.734,8.66,64.2857,True
253,48.7601,223.25,90.0,True
254,48.9608,10.14,90.0,True
255,49.0772,9.23,51.4286,True
256,49.1249,6.87,90.0,True
257,49.1879,434.03,90.0,True
258,49.2088,8.38,90.0,True
259,49.2174,149.27,90.0,True
260,49.2244,9.16,0.0,True
261,49.2382,8.39,0.0,True
262,49.2656,8.71,64.2857,True
263,49.3616,417.22,0.0,True
264,49.5316,9.66,0.0,True
265,49.6291,274.11,90.0,True
266,49.6683,9.36,90.0,True
267,49.6811,11.15,0.0,True
268,49.7454,8.65,38.5714,True
269,49.7961,1022145.52,64.2857,True
270,49.7965,8.87,0.0,True
271,49.8055,8.8,90.0,True
272,49.8302,54626.25,0.0,True
273,49.8733,360.23,90.0,True
274,49.9267,8.74,90.0,True
275,50.0141,9.32,90.0,True
276,50.7144,9.61,90.0,True
277,50.7254,8.56,90.0,True
278,50.731,9.41,90.0,True
279,50.7325,9.7,90.0,True
280,50.7527,9.54,64.2857,True
281,50.7586,388.72,90.0,True
282,50.8065,9.15,90.0,True
283,50.8096,10.04,0.0,True
284,50.8209,9.33,90.0,True
285,50.8748,925.52,0.0,True
286,50.8793,683.24,0.0,True
287,50.9482,10.17,90.0,True
288,50.9485,9.24,90.0,True
289,51.0055,120.08,90.0,True
290,51.0119,9.02,64.2857,True
291,51.0645,35.7,0.0,True
292,51.0959,9.0,0.0,True
293,51.1025,9.1,0.0,True
294,51.2071,104.86,0.0,True
295,51.2319,9.09,90.0,True
296,51.2337,451.56,90.0,True
297,51.2727,220.58,90.0,True
298,51.295,883.85,90.0,True
299,51.3116,8.53,90.0,True
300,51.327,9.58,90.0,True
301,51.3725,27968.91,90.0,True
302,51.5175,72.95,90.0,True
303,51.5381,1031.62,90.0,True
304,51.5483,1014.87,0.0,True
305,51.5713,28323.84,90.0,True
306,51.5729,10922.14,0.0,True
307,51.641,4760.74,90.0,True
308,51.6442,9.91,90.0,True
309,51.6481,9.85,64.2857,True
310,51.7432,10.04,0.0,True
311,51.7988,411.26,90.0,True
312,51.803,515.99,90.0,True
313,51.8287,9.48,90.0,True
314,51.8948,9.38,0.0,True
315,51.9568,50757.9,0.0,True
316,51.9824,900.05,0.0,True
317,52.0166,92.76,64.2857,True
318,52.0999,28040.33,64.2857,True
319,52.2483,438.81,0.0,True
320,52.2713,16581.94,0.0,True
321,52.303,7.75,90.0,True
322,52.3316,8.4,0.0,True
323,52.3335,215.36,90.0,True
324,52.3548,381.29,90.0,True
325,52.358,987.07,0.0,True
326,52.3874,230.68,90.0,True
327,52.3904,61.39,90.0,True
328,52.4428,9.95,64.2857,True
329,52.5196,8.58,90.0,True
330,52.5476,57.1,90.0,True
331,52.5828,4340.4,90.0,True
332,52.6022,8.9,64.2857,True
333,52.6455,315.36,90.0,True
334,52.6501,6506.83,90.0,True
335,52.7544,167.74,90.0,True
336,52.8834,8.79,90.0,True
337,52.95,9.76,0.0,True
338,52.9508,9.33,0.0,True
339,52.9772,10.66,0.0,True
340,53.0112,1053.64,90.0,True
341,53.0177,56.1,64.2857,True
342,53.0538,24390.09,77.1429,True
343,53.109,227.62,90.0,True
344,53.3253,18224.94,0.0,True
345,53.3254,441.62,90.0,True
346,53.4147,11.97,0.0,True
347,53.4438,8.78,90.0,True
348,53.4497,146.18,0.0,True
349,53.4583,1216.62,0.0,True
350,53.5212,729.21,90.0,True
351,53.5244,8.63,0.0,True
352,53.536,54457406.72,90.0,True
353,53.5518,1834.38,90.0,True
354,53.5526,8.26,90.0,True
355,53.6545,171.5,90.0,True
356,53.6973,61.76,90.0,True
357,53.7699,45.14,90.0,True
358,53.8223,580.6,0.0,True
359,53.8591,9.0,90.0,True
360,53.8953,10.23,90.0,True
361,53.9967,259.67,90.0,True
362,53.9985,677.3,90.0,True
363,54.0531,10.07,90.0,True
364,54.0674,9.92,0.0,True
365,54.0834,661.32,90.0,True
366,54.0964,439.19,0.0,True
367,54.2121,8.42,0.0,True
368,54.2862,187126.2,90.0,True
369,54.2988,37779.94,90.0,True
370,54.3689,9.11,0.0,True
371,54.3973,128.05,64.2857,True
372,54.4329,9.04,0.0,True
373,54.5953,7352.95,90.0,True
374,54.6637,8.84,0.0,True
375,54.6796,415.29,90.0,True
376,54.7086,9.65,0.0,True
377,54.7619,133851.24,0.0,True
378,54.7829,10.99,90.0,True
379,54.9635,262.82,90.0,True
380,54.9679,1823.86,90.0,True
381,55.0492,504.77,0.0,True
382,55.0916,285.23,90.0,True
383,55.0978,11.73,0.0,True
384,55.1712,30.99,64.2857,True
385,55.2456,270.09,90.0,True
386,55.3479,710.13,0.0,True
387,55.3783,1123.82,0.0,True
388,55.4083,1051.93,0.0,True
389,55.773,8.49,90.0,True
390,55.9311,84.64,0.0,True
391,55.9797,9.48,90.0,True
392,56.1742,681.99,0.0,True
393,56.2353,1191.81,90.0,True
394,56.242,8.8,90.0,True
395,56.4199,149.56,90.0,True
396,56.6971,256.01,0.0,True
397,56.807,269.73,51.4286,True
398,56.8283,8.8,0.0,True
399,56.9839,9.26,90.0,True
400,57.6836,8.35,90.0,True
401,57.6874,194545.17,90.0,True
402,57.7167,13038.95,0.0,True
403,57.8526,2296.14,90.0,True
404,59.7537,4.0,0.0,True
405,61.2765,814.45,0.0,True
406,62.0765,762.26,0.0,True
407,62.2284,912.42,90.0,True
408,62.6701,909.43,0.0,True
409,62.8544,4.16,90.0,True
410,62.9912,6.72,90.0,True
411,63.1438,958.93,90.0,True
412,63.1918,5.79,90.0,True
413,63.2187,3.71,90.0,True
414,63.4444,868.45,90.0,True
415,63.9556,6.41,90.0,True
416,64.1426,3.76,90.0,True
417,64.6929,935.9,0.0,True
418,64.7186,7.13,0.0,True
419,64.9973,4.88,90.0,True
420,65.1507,854.29,0.0,True
421,65.1729,882.59,64.2857,True
422,65.3511,3.21,90.0,True
423,65.4247,4.38,90.0,True
424,65.5205,814.81,90.0,True
425,65.6148,6.88,64.2857,True
426,65.6608,3.44,0.0,True
427,65.6759,5.62,90.0,True
428,65.7271,8.1,90.0,True
429,65.8457,979.9,64.2857,True
430,66.0885,3.36,90.0,True
431,66.1264,4.51,0.0,True
432,66.4186,937.47,90.0,True
433,66.4928,915.35,90.0,True
434,66.5359,4.32,64.2857,True
435,66.5658,3.52,90.0,True
436,66.6149,7.53,90.0,True
437,66.7157,883.17,90.0,True
438,66.7358,6.51,90.0,True
439,66.7598,7.14,0.0,True
440,66.8128,923.93,64.2857,True
441,66.8708,3.19,90.0,True
442,66.9575,3.35,90.0,True
443,66.9969,912.2,90.0,True
444,67.1766,6.95,90.0,True
445,67.3168,883.13,64.2857,True
446,67.3504,911.48,90.0,True
447,67.3925,6.17,90.0,True
448,67.4151,7.26,0.0,True
449,67.6352,3.86,90.0,True
450,67.7445,4.06,0.0,True
451,67.8223,6.37,90.0,True
452,68.0031,863.42,90.0,True
453,68.0933,5.92,0.0,True
454,68.1425,8.07,90.0,True
455,68.1492,12.42,0.0,True
456,68.24,2.95,90.0,True
457,68.2678,926.04,0.0,True
458,68.3987,985.84,25.7143,True
459,68.4496,991.51,0.0,True
460,68.4867,7.49,90.0,True
461,68.5776,3.22,90.0,True
462,68.6015,3.67,90.0,True
463,68.6374,8.04,90.0,True
464,68.6679,2.64,90.0,True
465,68.7157,875.04,0.0,True
466,68.7612,6.1,38.5714,True
467,68.8123,824.6,0.0,True
468,68.906,5.13,90.0,True
469,69.0206,951.11,90.0,True
470,69.0722,5.11,90.0,True
471,69.0945,1035.25,90.0,True
472,69.0991,6.63,0.0,True
473,69.1319,1062.66,90.0,True
474,69.1595,1.84,90.0,True
475,69.2675,6.1,12.8571,True
476,69.2827,2.8,90.0,True
477,69.357,991.71,90.0,True
478,69.3984,793.42,90.0,True
479,69.4069,1060.11,0.0,True
480,69.4387,4.76,90.0,True
481,69.6516,4.47,0.0,True
482,69.6569,4.0,90.0,True
483,69.7853,858.71,90.0,True
484,69.8253,6.82,90.0,True
485,69.845,2.22,90.0,True
486,69.8622,1061.59,90.0,True
487,69.9328,5.41,90.0,True
488,69.9377,859.07,90.0,True
489,70.0045,4.43,0.0,True
490,70.0609,5.46,0.0,True
491,70.0804,885.54,0.0,True
492,70.1334,6.7,90.0,True
493,70.1419,5.19,0.0,True
494,70.2223,920.93,90.0,True
495,70.2278,815.84,0.0,True
496,70.2526,3.33,0.0,True
497,70.2545,856.56,0.0,True
498,70.2734,932.8,90.0,True
499,70.2881,877.25,0.0,True
500,70.3002,1.87,64.2857,True
501,70.3186,2.78,90.0,True
502,70.3299,6.56,90.0,True
503,70.3435,6.02,90.0,True
504,70.4128,840.41,90.0,True
505,70.5397,8.13,90.0,True
506,70.6797,4.21,64.2857,True
507,70.7141,3.87,90.0,True
508,70.9219,4.83,0.0,True
509,70.9622,884.39,90.0,True
510,70.9958,5.52,90.0,True
511,71.0232,4.59,90.0,True
512,71.0565,926.14,90.0,True
513,71.0862,3.5,90.0,True
514,71.126,3.52,90.0,True
515,71.1363,6.39,0.0,True
516,71.1722,4.85,90.0,True
517,71.3048,807.23,64.2857,True
518,71.3993,3.54,90.0,True
519,71.4413,800.87,90.0,True
520,71.4523,2.32,90.0,True
521,71.4955,4.03,90.0,True
522,71.5068,898.87,90.0,True
523,71.5254,5.84,90.0,True
524,71.6594,5.51,90.0,True
525,71.6922,4.73,90.0,True
526,71.8118,3.28,0.0,True
527,72.0356,2.97,0.0,True
528,72.0401,789.64,90.0,True
529,72.2247,6.71,0.0,True
530,72.2377,4.87,64.2857,True
531,72.2456,969.43,64.2857,True
532,72.2497,16.72,90.0,True
533,72.4271,6.77,90.0,True
534,72.4326,6.44,90.0,True
535,72.4728,4.42,90.0,True
536,72.5366,3.06,90.0,True
537,72.6279,5.26,90.0,True
538,72.6666,1142.36,90.0,True
539,72.8264,1109.74,90.0,True
540,72.8883,992.49,90.0,True
541,72.8983,3.94,90.0,True
542,72.9181,842.74,90.0,True
543,72.9341,3.9,90.0,True
544,72.9391,4.25,90.0,True
545,73.0044,845.37,90.0,True
546,73.0298,3.64,0.0,True
547,73.0529,4.5,90.0,True
548,73.079,7.75,77.1429,True
549,73.0916,9.09,90.0,True
550,73.1469,3.85,90.0,True
551,73.3568,848.71,90.0,True
552,73.4434,3.99,90.0,True
553,73.4523,957.56,90.0,True
554,73.4591,4.15,0.0,True
555,73.5084,5.9,0.0,True
556,73.5174,942.58,90.0,True
557,73.5684,2.72,0.0,True
558,73.6273,5.27,90.0,True
559,73.6529,964.0,90.0,True
560,73.6645,816.46,90.0,True
561,73.7185,4.27,90.0,True
562,73.742,7.6,90.0,True
563,73.7896,4.16,90.0,True
564,73.8314,7.83,90.0,True
565,73.8661,3.82,0.0,True
566,73.8775,8.01,90.0,True
567,73.8833,4.58,90.0,True
568,73.9599,1005.22,90.0,True
569,74.0403,5.28,0.0,True
570,74.0552,5.74,90.0,True
571,74.0595,7.52,0.0,True
572,74.0819,4.85,90.0,True
573,74.1441,6.05,90.0,True
574,74.1924,4.51,90.0,True
575,74.2153,6.22,90.0,True
576,74.2276,6.6,90.0,True
577,74.2761,4.46,90.0,True
578,74.2882,6.75,90.0,True
579,74.3021,3.54,0.0,True
580,74.3544,7.43,90.0,True
581,74.3577,977.22,90.0,True
582,74.3754,2.89,0.0,True
583,74.3766,4.2,90.0,True
584,74.4455,4.58,90.0,True
585,74.4927,1052.98,0.0,True
586,74.5846,3.38,90.0,True
587,74.5892,1010.04,25.7143,True
588,74.5995,804.58,90.0,True
589,74.6274,7.74,90.0,True
590,74.924,874.46,0.0,True
591,74.9257,3.11,0.0,True
592,74.9269,3.11,90.0,True
593,74.9692,897.88,0.0,True
594,75.0797,851.35,64.2857,True
595,75.1203,4.25,90.0,True
596,75.1228,928.08,0.0,True
597,75.129,931.76,0.0,True
598,75.129,910.1,0.0,True
599,75.1628,2.87,90.0,True
600,75.264,6.89,90.0,True
601,75.3533,993.22,90.0,True
602,75.4029,1024.62,90.0,True
603,75.4812,3.52,90.0,True
604,75.603,7.28,90.0,True
605,75.6716,837.81,90.0,True
606,75.7115,977.57,90.0,True
607,75.7121,973.64,90.0,True
608,75.7977,986.75,90.0,True
609,75.8231,7.9,0.0,True
610,75.9361,918.12,0.0,True
611,75.9688,781.78,0.0,True
612,76.1048,966.45,0.0,True
613,76.2248,6.46,64.2857,True
614,76.2909,6.46,90.0,True
615,76.3254,921.79,90.0,True
616,76.3973,977.22,0.0,True
617,76.4375,12.33,90.0,True
618,76.4633,3.43,0.0,True
619,76.4826,3.63,90.0,True
620,76.5881,8.41,0.0,True
621,76.5929,4.22,0.0,True
622,76.6341,2.81,90.0,True
623,76.6348,5.68,64.2857,True
624,76.6372,13.45,90.0,True
625,76.66,950.19,90.0,True
626,76.7838,861.64,0.0,True
627,76.8033,870.03,90.0,True
628,76.8491,1044.05,90.0,True
629,77.0927,4.34,0.0,True
630,77.1047,1043.18,90.0,True
631,77.1705,4.19,64.2857,True
632,77.282,1015.51,90.0,True
633,77.328,6.45,64.2857,True
634,77.3538,4.37,90.0,True
635,77.3876,5.42,0.0,True
636,77.5249,3.47,90.0,True
637,77.6596,4.56,90.0,True
638,77.6668,1060.14,90.0,True
639,77.7715,1019.88,90.0,True
640,77.7877,6.73,90.0,True
641,77.9149,838.09,90.0,True
642,77.9439,914.4,64.2857,True
643,78.1725,908.83,90.0,True
644,78.2081,3.66,90.0,True
645,78.2854,3.69,90.0,True
646,78.7689,881.6,64.2857,True
647,78.8167,890.37,90.0,True
648,79.014,5.96,25.7143,True
649,79.2548,5.51,90.0,True
650,79.4832,8.14,64.2857,True
651,79.732,915.45,90.0,True
652,79.748,1011.24,0.0,True
653,79.7915,5.09,90.0,True
654,79.8515,5.34,90.0,True
655,80.1245,982.02,64.2857,True
656,80.1465,7.13,0.0,True
657,80.2049,3.48,90.0,True
658,80.2206,936.27,90.0,True
659,80.277,4.9,90.0,True
660,81.2619,983.21,90.0,True
661,81.3371,1036.09,90.0,True
662,81.4914,1001.23,0.0,True
663,81.6878,5.61,90.0,True
664,81.754,5.19,0.0,True
665,81.8541,5.05,90.0,True
666,81.9061,6.86,90.0,True
667,83.0115,812.64,90.0,True
668,83.1183,1018.29,0.0,True
669,83.3464,5.0,0.0,True
670,83.8098,904.61,0.0,True
671,83.9556,905.26,90.0,True
672,84.4169,1025.93,64.2857,True
673,84.6844,4.17,90.0,True
674,85.3734,1010.44,0.0,True
675,85.499,18.05,90.0,True
676,85.677,17.75,90.0,True
677,85.9445,905.65,64.2857,True
678,86.3721,31.8,0.0,True
679,86.7231,912.74,90.0,True
680,87.03,739.17,90.0,True
681,87.382,20.17,90.0,True
682,87.8828,17.53,90.0,True
683,87.9159,17.41,90.0,True
684,87.939,874.88,64.2857,True
685,88.0483,939.5,90.0,True
686,88.0526,21.91,90.0,True
687,88.7013,39.13,90.0,True
688,88.8173,9.65,90.0,True
689,88.9568,885.21,64.2857,True
690,89.0582,61.72,90.0,True
691,89.1064,1084.2,90.0,True
692,89.1357,789.94,90.0,True
693,89.3239,18.48,90.0,True
694,89.3502,967.02,90.0,True
695,89.3533,17.32,90.0,True
696,89.3926,47.48,90.0,True
697,89.482,866.28,90.0,True
698,89.5125,23234.1,90.0,True
699,89.5384,22.95,0.0,True
700,89.6442,799.29,0.0,True
701,89.726,992.32,90.0,True
702,89.8664,9.01,0.0,True
703,89.9191,17.77,90.0,True
704,90.0798,848.59,90.0,True
705,90.1265,18.49,90.0,True
706,90.2217,40.63,90.0,True
707,90.44,908.02,0.0,True
708,90.4935,18.02,90.0,True
709,90.4972,17.47,0.0,True
710,90.5005,8.92,0.0,True
711,90.5319,879.65,90.0,True
712,90.593,890.29,64.2857,True
713,90.6034,946.19,90.0,True
714,90.7136,9.14,0.0,True
715,90.7272,17.92,90.0,True
716,90.8966,848.24,0.0,True
717,90.933,17.92,90.0,True
718,90.9529,18.73,0.0,True
719,90.9898,19.95,90.0,True
720,90.9931,8.09,90.0,True
721,91.1035,16.9,90.0,True
722,91.1285,25.37,90.0,True
723,91.2158,18.25,90.0,True
724,91.2589,24111.3,0.0,True
725,91.3098,819.4,90.0,True
726,91.3665,907.8,90.0,True
727,91.4995,977.17,90.0,True
728,91.5741,14.59,51.4286,True
729,91.5766,17.86,64.2857,True
730,91.5904,13.81,90.0,True
731,91.6482,18.13,90.0,True
732,91.6639,18.18,0.0,True
733,91.7608,988.93,90.0,True
734,91.7627,17.04,90.0,True
735,91.8474,750.03,90.0,True
736,91.8903,1018.01,90.0,True
737,91.9325,910.39,90.0,True
738,91.9403,953.5,51.4286,True
739,92.03,13.91,0.0,True
740,92.0455,37.76,90.0,True
741,92.1172,38.33,64.2857,True
742,92.1322,948.33,0.0,True
743,92.1592,28.6,90.0,True
744,92.1607,17.39,0.0,True
745,92.1639,1040.4,0.0,True
746,92.1704,8.06,0.0,True
747,92.2129,907.16,0.0,True
748,92.2492,980.35,90.0,True
749,92.273,9.56,90.0,True
750,92.3099,893.8,90.0,True
751,92.3745,10.8,90.0,True
752,92.3745,874.88,90.0,True
753,92.3786,38.0,90.0,True
754,92.4352,868.6,90.0,True
755,92.4478,24617.85,90.0,True
756,92.5591,881.16,90.0,True
757,92.6041,961.95,0.0,True
758,92.6146,813.81,0.0,True
759,92.618,43.66,64.2857,True
760,92.626,7.93,0.0,True
761,92.6348,19.72,0.0,True
762,92.659,37.88,90.0,True
763,92.7322,901.83,90.0,True
764,92.8642,55.65,90.0,True
765,92.8798,862.23,0.0,True
766,92.8891,90.94,90.0,True
767,92.9363,18.54,0.0,True
768,92.9382,17.45,90.0,True
769,92.9538,22.32,90.0,True
770,92.9946,874.01,90.0,True
771,93.0214,844.09,0.0,True
772,93.0251,9.36,0.0,True
773,93.1346,10.07,90.0,True
774,93.14,9.95,90.0,True
775,93.19,17.92,90.0,True
776,93.223,18.88,64.2857,True
777,93.2275,9.65,90.0,True
778,93.2409,861.79,0.0,True
779,93.3155,939.75,90.0,True
780,93.3847,929.84,90.0,True
781,93.4265,18.2,90.0,True
782,93.4312,847.31,0.0,True
783,93.4469,1108.38,90.0,True
784,93.5229,8.83,90.0,True
785,93.5313,9.17,51.4286,True
786,93.5828,9.31,90.0,True
787,93.612,33.48,90.0,True
788,93.657,736.33,90.0,True
789,93.7171,86.19,90.0,True
790,93.7175,949.42,64.2857,True
791,93.7212,914.35,90.0,True
792,93.7219,8.22,90.0,True
793,93.7296,17.09,90.0,True
794,93.773,9.13,90.0,True
795,93.8072,867.53,0.0,True
796,93.8335,18.22,90.0,True
797,93.841,16.73,90.0,True
798,93.8468,17.84,90.0,True
799,93.861,16.89,0.0,True
800,93.8969,837.16,25.7143,True
801,93.8978,975.49,90.0,True
802,93.9201,18.74,90.0,True
803,93.927,16.64,0.0,True
804,93.9614,912.66,0.0,True
805,93.9717,18.37,0.0,True
806,93.9763,41.53,64.2857,True
807,94.0632,21.57,90.0,True
808,94.065,867.69,90.0,True
809,94.1017,18.66,90.0,True
810,94.1727,20.73,64.2857,True
811,94.2311,14.4,90.0,True
812,94.2766,40.25,90.0,True
813,94.2986,21.67,0.0,True
814,94.3214,48.24,90.0,True
815,94.3435,30.46,90.0,True
816,94.3567,29.8,0.0,True
817,94.3715,24.97,90.0,True
