attempt_number,hours_since_first,runtime_ms,score,active
108,139.9991,9.59,0.0,False
109,140.1768,8.51,0.0,False
110,140.2317,8.53,90.0,True
111,140.2424,9.86,0.0,False
112,140.2976,8.52,0.0,False
113,140.3008,9.03,0.0,False
114,140.3297,8.58,90.0,False
115,140.3368,8.7,0.0,False
116,140.372,9.01,0.0,False
117,140.4132,11.21,90.0,True
118,140.6285,8.88,0.0,False
119,140.6301,10.2,0.0,False
120,140.6606,10.35,0.0,False
121,140.7176,8.83,0.0,True
122,140.7487,9.55,90.0,False
123,140.8136,9.64,0.0,False
124,140.8682,9.43,0.0,False
125,140.995,9.24,0.0,True
126,141.0861,9.96,90.0,True
127,141.1329,10.75,0.0,False
128,141.2157,9.12,90.0,False
129,141.2674,8.73,0.0,False
130,141.3415,7.29,0.0,True
131,141.3562,8.0,0.0,False
132,141.4366,9.45,0.0,False
133,141.4422,7.69,0.0,False
134,141.4617,8.87,90.0,False
135,141.5539,9.54,90.0,True
136,141.5688,9.54,0.0,True
137,141.6207,9.88,0.0,False
138,141.6892,8.58,0.0,False
139,141.741,9.85,90.0,True
140,141.7661,9.37,0.0,False
141,141.7847,9.7,0.0,True
142,141.8577,9.72,0.0,False
143,141.886,9.69,0.0,True
144,141.9442,8.38,0.0,False
145,141.9858,10.05,0.0,False
146,142.0021,10.32,0.0,False
147,142.0331,9.73,0.0,True
148,142.0387,8.93,0.0,False
149,142.0603,9.42,0.0,False
150,142.1127,8.96,90.0,False
151,142.1276,9.94,90.0,False
152,142.1994,9.65,90.0,True
153,142.3074,9.73,0.0,True
154,142.3714,8.11,0.0,True
155,142.3775,9.65,0.0,False
156,142.4427,10.0,90.0,False
157,142.5251,9.43,90.0,False
158,142.5435,8.52,19.0,False
159,142.5624,8.55,90.0,False
160,142.5681,8.67,0.0,False
161,142.5892,9.03,0.0,False
162,142.6135,8.84,90.0,False
163,142.65,9.05,0.0,False
164,142.6578,9.69,0.0,False
165,142.6921,9.8,90.0,False
166,142.7483,8.9,0.0,True
167,142.7557,8.39,0.0,False
168,142.7745,9.81,0.0,False
169,142.7859,8.63,0.0,True
170,142.8163,9.18,0.0,True
171,142.8208,9.77,90.0,False
172,142.8422,9.32,0.0,False
173,142.8813,9.35,0.0,False
174,142.8891,8.74,0.0,False
175,142.9458,9.3,0.0,False
176,142.9555,8.05,0.0,False
177,142.9648,9.67,0.0,False
178,142.9754,8.51,0.0,False
179,142.979,9.41,85.0,True
180,142.9875,8.73,90.0,False
181,143.0065,9.25,0.0,False
182,143.0175,9.64,0.0,False
183,143.0292,8.8,90.0,False
184,143.0757,10.06,12.6667,True
185,143.0955,8.6,0.0,False
186,143.1559,9.0,0.0,True
187,143.1833,7.67,0.0,False
188,143.2401,8.56,0.0,False
189,143.2682,9.31,0.0,True
190,143.2736,8.54,0.0,True
191,143.2865,8.7,0.0,False
192,143.2892,9.3,0.0,False
193,143.3087,10.38,0.0,True
194,143.3171,9.58,0.0,False
195,143.3642,9.88,0.0,False
196,143.42,8.67,0.0,False
197,143.4732,9.47,0.0,False
198,143.5135,9.22,0.0,False
199,143.544,7.85,0.0,False
200,143.5683,9.36,90.0,False
201,143.5967,8.15,0.0,True
202,143.6133,8.8,0.0,False
203,143.6412,9.67,0.0,False
204,143.6756,9.22,0.0,False
205,143.687,10.23,0.0,False
206,143.6973,9.02,0.0,False
207,143.6987,9.65,0.0,False
208,143.726,8.25,0.0,False
209,143.7294,9.49,90.0,False
210,143.8755,8.62,0.0,False
211,143.8953,10.87,0.0,False
212,143.9335,8.34,0.0,True
213,143.9407,8.16,0.0,False
214,143.9543,8.56,0.0,False
215,144.0286,9.94,0.0,False
216,144.0407,9.94,0.0,False
217,144.0577,10.07,0.0,False
218,144.0695,9.48,0.0,False
219,144.0844,9.48,0.0,True
220,144.1725,7.53,0.0,True
221,144.2594,8.57,0.0,False
222,144.2789,8.63,0.0,False
223,144.2997,9.76,0.0,False
224,144.3035,9.17,12.6667,True
225,144.3245,9.5,0.0,False
226,144.3617,9.13,0.0,False
227,144.3689,8.88,0.0,False
228,144.453,10.94,90.0,False
229,144.4725,9.18,0.0,True
230,144.4787,8.69,12.6667,False
231,144.4859,8.36,0.0,True
232,144.5166,8.43,90.0,False
233,144.5232,8.59,0.0,False
234,144.5267,10.1,0.0,False
235,144.5498,10.05,90.0,False
236,144.5599,8.99,0.0,False
237,144.5985,9.95,0.0,False
238,144.6582,9.48,0.0,False
239,144.7177,8.64,19.0,True
240,144.7211,11.19,90.0,False
241,144.7433,8.93,90.0,False
242,144.7564,9.01,0.0,False
243,144.7726,8.41,0.0,False
244,144.7965,10.36,0.0,False
245,144.8036,8.86,0.0,False
246,144.8212,9.52,0.0,True
247,144.8432,8.62,0.0,False
248,144.903,9.39,0.0,False
249,144.9034,8.8,90.0,False
250,144.9175,9.44,0.0,False
251,144.9358,9.6,90.0,False
252,145.0071,8.21,0.0,False
253,145.0264,7.88,0.0,False
254,145.0562,8.97,90.0,False
255,145.086,9.98,0.0,False
256,145.0933,9.78,90.0,False
257,145.1248,9.52,0.0,False
258,145.1395,8.57,0.0,False
259,145.1739,9.02,90.0,False
260,145.1747,8.69,0.0,False
261,145.2143,8.47,0.0,False
262,145.2163,7.68,0.0,True
263,145.2397,10.21,0.0,False
264,145.267,10.01,0.0,False
265,145.2776,8.8,0.0,True
266,145.2833,8.11,90.0,False
267,145.302,7.63,0.0,False
268,145.3024,8.52,0.0,True
269,145.3117,8.51,0.0,True
270,145.4025,9.26,0.0,True
271,145.4026,9.99,90.0,False
272,145.44,8.43,0.0,False
273,145.4612,9.43,90.0,True
274,145.488,8.42,0.0,False
275,145.5179,9.04,0.0,True
276,145.5433,8.42,0.0,False
277,145.5458,10.28,0.0,False
278,145.5499,10.26,0.0,False
279,145.5565,10.24,0.0,False
280,145.5903,9.27,0.0,False
281,145.6263,8.95,0.0,False
282,145.6372,9.26,0.0,False
283,145.6543,8.66,0.0,True
284,145.6983,8.94,0.0,False
285,145.7053,10.13,0.0,True
286,145.72,8.97,0.0,False
287,145.7314,8.61,0.0,False
288,145.7815,9.13,0.0,False
289,145.7834,6.81,0.0,False
290,145.8689,8.15,90.0,False
291,145.9199,9.69,0.0,False
292,145.9561,8.99,0.0,False
293,146.0373,9.15,0.0,False
294,146.1429,9.84,0.0,False
295,146.1634,8.58,0.0,True
296,146.1721,8.97,0.0,False
297,146.2059,8.37,0.0,False
298,146.2081,9.93,0.0,False
299,146.2258,9.62,0.0,False
300,146.2301,8.95,90.0,True
301,146.2335,9.81,0.0,False
302,146.2695,9.09,0.0,False
303,146.274,8.73,0.0,False
304,146.3025,9.55,0.0,True
305,146.3026,7.79,0.0,False
306,146.3084,8.59,0.0,False
307,146.3483,8.35,90.0,False
308,146.3506,10.29,0.0,False
309,146.3595,8.9,90.0,False
310,146.4152,9.14,0.0,False
311,146.4649,9.12,0.0,False
312,146.4906,10.11,0.0,False
313,146.4925,8.81,90.0,True
314,146.5165,9.55,90.0,False
315,146.5214,10.27,0.0,False
316,146.5345,10.18,0.0,False
317,146.5374,9.14,0.0,True
318,146.5783,9.26,0.0,False
319,146.6129,9.37,0.0,False
320,146.7188,9.33,0.0,False
321,146.7434,10.1,0.0,True
322,146.7871,9.76,0.0,False
323,146.8053,9.0,0.0,False
324,146.8565,9.3,90.0,False
325,146.8669,10.63,0.0,False
326,146.8731,9.84,0.0,False
327,146.8815,8.14,90.0,False
328,146.9187,9.53,0.0,False
329,146.9465,9.87,0.0,False
330,146.9543,11.38,0.0,False
331,146.9805,9.81,90.0,False
332,146.9963,9.28,0.0,False
333,146.9968,8.95,90.0,True
334,147.0148,8.71,0.0,False
335,147.031,9.65,0.0,False
336,147.1011,8.33,0.0,False
337,147.1028,9.61,0.0,False
338,147.1031,8.76,0.0,False
339,147.113,9.25,0.0,False
340,147.1283,10.36,0.0,True
341,147.144,7.88,19.0,False
342,147.1603,8.21,0.0,False
343,147.1937,9.07,0.0,False
344,147.2044,10.45,0.0,True
345,147.2098,9.43,0.0,False
346,147.2105,11.59,0.0,False
347,147.2241,10.37,0.0,False
348,147.2535,9.33,90.0,False
349,147.3174,9.29,0.0,True
350,147.3208,8.7,0.0,False
351,147.3274,9.71,0.0,False
352,147.38,8.97,0.0,True
353,147.3999,9.3,0.0,False
354,147.4313,8.79,0.0,False
355,147.4336,8.84,0.0,False
356,147.5058,9.32,0.0,False
357,147.511,10.34,90.0,False
358,147.546,9.69,0.0,False
359,147.5952,10.27,0.0,True
360,147.6369,8.94,0.0,True
361,147.7223,10.58,0.0,False
362,147.7406,9.64,0.0,False
363,147.7639,9.36,0.0,False
364,147.8176,9.48,0.0,False
365,147.8528,9.01,90.0,False
366,147.8669,7.99,90.0,True
367,147.9111,9.28,0.0,True
368,147.9358,9.65,90.0,True
369,147.938,8.16,38.0,False
370,147.9428,10.4,0.0,True
371,147.946,7.81,0.0,False
372,147.9768,8.78,0.0,False
373,148.0559,9.72,90.0,False
374,148.068,9.75,0.0,False
375,148.1102,8.99,12.6667,False
376,148.1672,9.46,0.0,False
377,148.1808,10.11,0.0,False
378,148.2033,8.55,0.0,False
379,148.2076,8.88,0.0,False
380,148.2138,8.7,90.0,False
381,148.2254,8.7,90.0,False
382,148.2719,8.56,0.0,False
383,148.2801,9.41,0.0,False
384,148.3517,9.26,0.0,False
385,148.4224,11.11,0.0,True
386,148.4255,9.28,0.0,False
387,148.4257,9.01,0.0,False
388,148.4533,8.6,90.0,False
389,148.5252,8.32,0.0,False
390,148.5289,9.04,90.0,False
391,148.5375,7.74,0.0,False
392,148.5583,9.74,0.0,False
393,148.5912,8.9,0.0,False
394,148.6024,8.42,90.0,False
395,148.6314,6.76,0.0,True
396,148.7531,10.33,0.0,False
397,148.8095,9.88,0.0,True
398,148.8468,9.11,0.0,False
399,148.8506,9.08,38.0,False
400,148.8543,7.76,0.0,False
401,148.861,8.88,90.0,True
402,148.9493,8.76,12.6667,False
403,149.0029,9.23,0.0,False
404,149.0355,11.63,0.0,False
405,149.0987,9.05,0.0,False
406,149.1007,8.02,0.0,True
407,149.1063,9.79,0.0,False
408,149.1139,8.24,0.0,False
409,149.1349,9.4,0.0,True
410,149.1378,8.17,0.0,False
411,149.1392,8.92,85.0,False
412,149.1462,9.12,0.0,True
413,149.1693,9.18,0.0,False
414,149.1758,9.53,0.0,False
415,149.1832,8.65,0.0,False
416,149.286,8.4,0.0,False
417,149.2863,8.74,0.0,False
418,149.357,9.13,0.0,False
419,149.3762,10.11,90.0,False
420,149.3775,10.86,0.0,False
421,149.3967,7.95,90.0,False
422,149.3981,9.84,90.0,False
423,149.409,9.25,90.0,False
424,149.5128,9.81,0.0,False
425,149.555,9.64,90.0,False
426,149.5587,10.38,90.0,False
427,149.5809,10.5,0.0,False
428,149.5977,8.58,0.0,False
429,149.6493,9.59,0.0,False
430,149.67,8.87,90.0,False
431,149.6938,9.8,0.0,False
432,149.7142,9.24,0.0,True
433,149.7345,9.29,90.0,False
434,149.757,10.03,0.0,False
435,149.7731,10.15,0.0,False
436,149.8009,8.84,0.0,True
437,149.8579,8.31,0.0,True
438,149.903,8.43,90.0,False
439,149.9543,9.98,0.0,True
440,150.0009,10.25,0.0,True
441,150.0203,11.48,90.0,False
442,150.0213,8.94,0.0,True
443,150.0453,8.16,90.0,False
444,150.055,9.19,90.0,False
445,150.1707,9.13,90.0,False
446,150.1931,9.53,90.0,False
447,150.198,10.42,0.0,False
448,150.2095,8.76,90.0,True
449,150.2176,8.63,0.0,False
450,150.2393,10.83,0.0,False
451,150.2944,8.46,0.0,False
452,150.3754,9.21,0.0,False
453,150.3777,9.96,0.0,False
454,150.3835,8.44,90.0,False
455,150.4232,9.14,0.0,False
456,150.6111,8.03,90.0,True
457,150.6862,10.51,0.0,False
458,150.6985,9.3,12.6667,False
459,150.7296,9.18,90.0,False
460,150.7444,9.04,90.0,True
461,150.7533,9.84,0.0,True
462,150.7862,8.68,0.0,False
463,150.8251,9.15,0.0,False
464,150.8253,9.17,0.0,True
465,150.8262,9.59,90.0,False
466,150.9164,9.15,0.0,False
467,150.9196,10.6,0.0,True
468,150.9821,8.16,0.0,False
469,150.9882,9.59,0.0,False
470,151.0249,10.23,0.0,True
471,151.104,8.11,0.0,True
472,151.1118,8.91,0.0,False
473,151.1685,10.39,0.0,False
474,151.215,10.33,0.0,False
475,151.2943,9.35,90.0,True
476,151.3029,10.69,90.0,True
477,151.3419,9.63,0.0,False
478,151.3782,9.65,0.0,False
479,151.408,9.52,0.0,False
480,151.5731,7.82,0.0,False
481,151.5772,8.64,0.0,True
482,151.5953,10.41,0.0,True
483,151.5972,9.12,90.0,False
484,151.6209,8.08,90.0,False
485,151.6292,8.36,0.0,True
486,151.6763,9.45,0.0,False
487,151.6954,8.48,0.0,False
488,151.9891,8.32,0.0,False
489,152.0972,9.85,0.0,False
490,152.113,8.96,0.0,False
491,152.1564,9.52,0.0,True
492,152.2064,10.06,0.0,False
493,152.2203,9.65,0.0,False
494,152.2223,9.47,90.0,False
495,152.293,8.22,0.0,False
496,152.3607,9.17,95.0,True
497,152.3747,8.87,0.0,False
498,152.3874,10.38,0.0,False
499,152.4229,8.83,0.0,False
500,152.441,8.29,0.0,True
501,152.4757,9.92,0.0,False
502,152.5616,9.17,90.0,True
503,152.68,10.42,90.0,False
504,152.7522,8.58,0.0,False
505,152.7635,8.95,0.0,False
506,152.8019,8.75,0.0,False
507,152.8397,8.53,0.0,False
508,152.8816,8.34,0.0,False
509,152.8932,9.74,0.0,False
510,152.9626,9.16,0.0,False
511,153.003,9.01,0.0,False
512,153.0119,8.79,0.0,False
513,153.0137,8.27,90.0,False
514,153.0557,9.96,0.0,False
515,153.1207,7.73,90.0,False
516,153.1507,8.44,0.0,False
517,153.2182,8.81,90.0,False
518,153.2202,10.21,0.0,False
519,153.3649,9.49,0.0,False
520,153.4396,9.32,90.0,False
521,153.6322,8.48,90.0,True
522,153.6328,8.64,0.0,True
523,153.6417,8.5,0.0,True
524,153.8186,8.84,0.0,False
525,154.0078,8.59,90.0,False
526,154.0192,8.92,90.0,False
527,154.1029,8.4,90.0,False
528,154.2691,10.58,0.0,False
529,154.571,8.23,0.0,False
530,154.7916,8.54,0.0,False
531,154.8558,8.39,90.0,False
532,155.2278,9.34,90.0,False
533,155.4114,8.55,0.0,False
534,155.4539,10.47,0.0,True
535,155.6513,8.96,0.0,False
536,155.9121,9.39,90.0,True
537,156.6044,9.07,0.0,False
538,156.9852,8.8,90.0,False
539,157.0461,10.11,0.0,False
540,157.8324,9.19,0.0,False
541,157.8675,7.95,0.0,False
542,158.3194,9.04,90.0,False
543,158.3699,8.89,0.0,False
544,158.5906,874.23,0.0,True
545,158.8167,7.24,90.0,False
546,158.8807,815.27,85.0,False
547,158.9863,983.72,90.0,False
548,158.9958,8.3,0.0,False
549,159.3381,845.05,0.0,False
550,159.7361,949.94,0.0,False
551,160.4149,811.96,0.0,False
552,160.7482,918.93,0.0,False
553,160.7608,853.45,0.0,False
554,160.9314,809.53,90.0,False
555,160.9547,864.9,90.0,False
556,160.9571,1017.61,0.0,False
557,162.1306,939.94,90.0,False
558,162.2312,912.18,0.0,False
559,162.3577,962.14,0.0,False
560,162.5342,843.78,90.0,False
561,162.6368,841.57,0.0,True
562,162.6454,889.98,0.0,False
563,162.6525,966.39,0.0,False
564,162.6832,885.13,0.0,False
565,162.7539,1064.91,0.0,False
566,162.8415,855.21,0.0,True
567,162.8441,894.48,0.0,True
568,162.8552,752.84,0.0,False
569,163.0158,910.9,0.0,False
570,163.1293,1054.65,0.0,False
571,163.353,850.78,0.0,False
572,163.4055,1052.28,0.0,False
573,163.4806,923.82,90.0,False
574,163.5907,834.93,90.0,False
575,163.6632,838.8,90.0,False
576,163.6768,823.96,0.0,False
577,163.6841,790.59,90.0,False
578,163.8,948.93,90.0,True
579,163.8148,948.41,38.0,False
580,163.8627,940.8,0.0,True
581,163.8631,994.6,0.0,False
582,163.9188,1066.18,0.0,False
583,164.0026,904.55,90.0,False
584,164.042,1048.5,0.0,False
585,164.0941,944.52,90.0,False
586,164.1065,854.13,0.0,True
587,164.2197,886.87,90.0,False
588,164.2574,860.11,0.0,False
589,164.3027,922.2,90.0,True
590,164.3038,891.49,90.0,False
591,164.4175,842.49,0.0,False
592,164.4372,904.62,0.0,False
593,164.5145,893.6,90.0,False
594,164.643,1059.15,0.0,False
595,164.7207,1041.18,0.0,False
596,164.7427,943.85,0.0,False
597,164.8088,846.01,90.0,True
598,164.8651,922.49,0.0,False
599,164.8733,779.68,0.0,True
600,164.9457,893.57,0.0,False
601,164.9843,888.12,0.0,False
602,164.9881,984.03,0.0,False
603,165.1426,830.98,90.0,False
604,165.2395,788.75,0.0,False
605,165.2824,1038.21,0.0,False
606,165.3124,926.08,0.0,False
607,165.3713,949.71,0.0,True
608,165.3729,852.32,90.0,False
609,165.3791,955.31,0.0,False
610,165.3865,940.55,0.0,False
611,165.4003,894.74,0.0,False
612,165.4368,985.68,90.0,False
613,165.5105,773.99,0.0,False
614,165.5208,879.42,0.0,True
615,165.5233,1047.8,0.0,False
616,165.5335,941.27,0.0,True
617,165.6982,860.94,0.0,False
618,165.7577,863.24,0.0,False
619,166.0473,846.99,0.0,False
620,166.0852,818.45,90.0,False
621,166.1376,854.47,0.0,False
622,166.1993,969.84,0.0,False
623,166.2011,794.39,85.0,False
624,166.2049,912.78,0.0,False
625,166.2206,982.12,0.0,False
626,166.2324,923.34,0.0,False
627,166.2811,1037.87,90.0,True
628,166.3088,1101.83,0.0,False
629,166.3438,1103.34,0.0,False
630,166.3692,877.31,0.0,False
631,166.375,1111.85,0.0,False
632,166.4613,818.75,0.0,True
633,166.5455,829.81,0.0,False
634,166.5601,853.16,0.0,False
635,166.5724,979.81,90.0,True
636,166.5741,779.85,90.0,False
637,166.5765,923.29,0.0,False
638,166.5968,941.3,90.0,False
639,166.6022,928.12,0.0,False
640,166.6143,823.28,0.0,False
641,166.6337,853.96,0.0,False
642,166.6533,902.41,0.0,True
643,166.6826,899.7,0.0,False
644,166.686,1050.51,12.6667,False
645,166.7399,876.03,0.0,False
646,166.7528,978.58,0.0,True
647,166.7538,967.84,0.0,False
648,166.8157,1010.54,90.0,True
649,166.8284,941.18,0.0,False
650,166.836,975.11,0.0,False
651,166.9044,993.9,0.0,False
652,166.9675,953.83,90.0,True
653,166.979,914.36,90.0,False
654,166.997,905.72,0.0,False
655,167.0019,864.68,0.0,False
656,167.0271,839.03,0.0,False
657,167.0341,895.75,0.0,False
658,167.0972,820.84,0.0,True
659,167.1153,775.8,0.0,True
660,167.1348,868.53,0.0,False
661,167.1453,1037.7,90.0,False
662,167.1635,903.57,0.0,False
663,167.1917,844.8,0.0,False
664,167.2266,899.89,0.0,False
665,167.2313,758.28,0.0,False
666,167.2314,837.69,0.0,False
667,167.2423,1046.12,0.0,True
668,167.258,986.52,0.0,False
669,167.2894,996.15,90.0,False
670,167.3382,911.6,0.0,True
671,167.3402,809.81,38.0,False
672,167.3408,759.67,0.0,True
673,167.4014,909.68,0.0,False
674,167.4161,861.34,0.0,False
675,167.4277,900.43,0.0,False
676,167.4526,893.88,0.0,False
677,167.4593,1065.52,90.0,False
678,167.4649,879.06,0.0,False
679,167.4714,864.51,90.0,False
680,167.4949,880.79,0.0,False
681,167.519,1081.9,90.0,False
682,167.5886,1080.26,0.0,False
683,167.5983,951.47,0.0,False
684,167.6192,790.47,0.0,True
685,167.6409,1003.97,0.0,False
686,167.6674,880.06,0.0,False
687,167.6754,919.38,0.0,False
688,167.6864,706.78,0.0,False
689,167.7111,784.46,0.0,False
690,167.7166,838.56,90.0,False
691,167.7547,943.58,0.0,False
692,167.7711,945.06,0.0,False
693,167.8284,908.09,0.0,False
694,167.8313,892.3,0.0,False
695,167.8394,836.64,0.0,False
696,167.8529,862.83,0.0,False
697,167.883,839.04,90.0,False
698,167.9025,874.31,0.0,False
699,167.9333,814.73,0.0,False
700,167.9419,1015.32,0.0,False
701,167.9996,846.9,0.0,False
702,168.0094,943.3,0.0,True
703,168.0191,847.64,0.0,True
704,168.0356,839.58,0.0,True
705,168.0356,716.27,0.0,False
706,168.0477,1006.96,0.0,False
707,168.0775,1085.42,0.0,False
708,168.1138,933.21,0.0,False
709,168.1183,828.79,90.0,False
710,168.1191,788.44,90.0,False
711,168.1276,877.47,90.0,True
712,168.1402,929.08,0.0,True
713,168.1766,978.9,0.0,False
714,168.1784,950.63,0.0,False
715,168.1925,791.61,90.0,False
716,168.1973,877.19,0.0,False
717,168.2074,832.52,0.0,False
718,168.2086,910.57,0.0,False
719,168.2442,1030.31,0.0,False
720,168.2509,868.7,0.0,False
721,168.297,890.07,0.0,False
722,168.307,912.26,0.0,True
723,168.3075,972.45,0.0,False
724,168.3373,1013.91,95.0,False
725,168.346,1003.31,0.0,True
726,168.377,923.18,90.0,False
727,168.4008,942.52,0.0,False
728,168.4034,992.82,0.0,True
729,168.4383,1029.58,0.0,False
730,168.4731,895.0,0.0,False
731,168.4851,974.02,90.0,False
732,168.5115,909.23,0.0,False
733,168.5174,978.26,0.0,False
734,168.5244,955.4,0.0,False
735,168.5317,1068.3,90.0,True
736,168.5497,919.63,90.0,False
737,168.5923,926.28,0.0,False
738,168.6026,960.4,0.0,False
739,168.6088,838.02,0.0,False
740,168.6258,892.67,0.0,False
741,168.665,945.54,0.0,False
742,168.6724,1003.04,90.0,False
743,168.6749,863.09,0.0,False
744,168.7113,867.46,0.0,False
745,168.7175,840.52,0.0,False
746,168.7313,910.87,0.0,False
747,168.7373,866.8,0.0,False
748,168.742,1029.08,0.0,False
749,168.7425,926.18,90.0,False
750,168.7721,936.9,90.0,True
751,168.7774,933.3,90.0,False
752,168.7802,913.72,0.0,False
753,168.8164,902.4,90.0,True
754,168.8204,755.9,90.0,False
755,168.8344,736.91,0.0,False
756,168.841,798.05,0.0,False
757,168.8693,1016.82,90.0,False
758,168.8724,885.96,90.0,False
759,168.8794,833.54,0.0,False
760,168.9136,1002.8,0.0,False
761,168.9355,878.59,0.0,False
762,168.9691,921.35,0.0,False
763,168.9858,900.95,0.0,False
764,168.9874,993.41,0.0,False
765,169.0212,877.6,0.0,False
766,169.0338,892.73,90.0,False
767,169.0888,944.26,0.0,False
768,169.096,932.44,0.0,False
769,169.1006,975.83,0.0,False
770,169.1163,932.45,0.0,False
771,169.1439,874.52,90.0,False
772,169.1631,947.16,0.0,False
773,169.1969,925.36,0.0,False
774,169.207,766.37,0.0,True
775,169.2076,821.18,0.0,False
776,169.2173,762.64,0.0,False
777,169.2237,771.19,0.0,False
778,169.2299,810.69,0.0,False
779,169.2309,827.27,0.0,False
780,169.273,814.91,0.0,False
781,169.2743,799.77,0.0,False
782,169.2786,931.07,19.0,False
783,169.2829,909.71,90.0,False
784,169.3054,1155.26,90.0,True
785,169.3056,905.42,0.0,False
786,169.3185,942.96,0.0,False
787,169.3205,961.49,0.0,False
788,169.327,901.5,0.0,True
789,169.3305,894.23,0.0,False
790,169.3831,885.9,0.0,False
791,169.3883,855.62,0.0,False
792,169.471,1058.89,95.0,False
793,169.4807,1071.65,0.0,False
794,169.5144,945.89,90.0,False
795,169.5592,990.91,0.0,False
796,169.5991,972.96,0.0,True
797,169.653,852.43,0.0,False
798,169.6576,1005.94,0.0,False
799,169.6659,845.9,0.0,False
800,169.6718,965.99,0.0,False
801,169.679,938.93,0.0,False
802,169.6846,824.71,12.6667,False
803,169.7026,977.95,0.0,True
804,169.7046,869.87,0.0,False
805,169.7501,870.88,0.0,False
806,169.7666,993.04,0.0,False
807,169.7758,936.22,0.0,False
808,169.7927,824.94,0.0,False
809,169.796,1035.47,90.0,False
810,169.7985,942.1,90.0,False
811,169.8008,846.6,0.0,False
812,169.8025,941.8,0.0,True
813,169.8143,855.14,0.0,False
814,169.8198,1014.44,0.0,False
815,169.8621,947.39,0.0,False
816,169.8835,943.16,0.0,False
817,169.8854,787.35,90.0,False
818,169.8964,922.9,0.0,False
819,169.9054,890.89,0.0,True
820,169.9101,934.09,0.0,False
821,169.9187,947.19,0.0,True
822,169.9724,969.46,0.0,True
